               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,  metrics/Bishop_mAP,    metrics/King_mAP,    metrics/Pawn_mAP,   metrics/Queen_mAP,    metrics/Rook_mAP,  metrics/Knight_mAP,metrics/Bishop_mAP_50, metrics/King_mAP_50, metrics/Pawn_mAP_50,metrics/Queen_mAP_50, metrics/Rook_mAP_50,metrics/Knight_mAP_50
                  84,            0.043071,             0.10486,            0.036849,             0.75107,                 0.5,             0.65404,             0.34486,            0.039849,            0.030833,             0.04056,            0.001783,            0.001783,            0.001783,              0.3953,             0.36792,             0.71532,             0.20899,             0.19815,             0.18346,             0.54708,             0.95505,             0.98551,             0.34635,             0.67438,             0.41586
                  85,            0.043072,            0.087532,            0.035376,             0.75107,                 0.5,             0.65404,             0.34486,            0.039849,            0.030833,             0.04056,            0.001684,            0.001684,            0.001684,              0.3953,             0.36792,             0.71532,             0.20899,             0.19815,             0.18346,             0.54708,             0.95505,             0.98551,             0.34635,             0.67438,             0.41586
                  86,            0.043654,            0.093145,            0.035705,             0.74433,                 0.5,             0.67515,             0.37965,            0.036317,            0.030843,            0.040501,            0.001585,            0.001585,            0.001585,             0.49384,             0.44197,             0.71863,              0.2047,             0.25001,             0.16873,             0.70214,              0.9519,             0.98932,             0.34877,             0.65236,             0.40643
                  87,            0.042596,              0.1067,            0.040013,             0.74433,                 0.5,             0.67515,             0.37965,            0.036317,            0.030843,            0.040501,            0.001486,            0.001486,            0.001486,             0.49384,             0.44197,             0.71863,              0.2047,             0.25001,             0.16873,             0.70214,              0.9519,             0.98932,             0.34877,             0.65236,             0.40643
                  88,            0.043082,            0.079133,            0.034717,             0.71803,                 0.5,             0.70371,              0.3995,            0.036644,            0.030882,            0.040391,            0.001387,            0.001387,            0.001387,             0.59743,             0.46055,             0.67328,              0.2372,             0.24112,             0.18742,             0.83591,               0.945,             0.98968,             0.34566,             0.69755,             0.40849
                  89,            0.041306,            0.084708,            0.038952,             0.71803,                 0.5,             0.70371,              0.3995,            0.036644,            0.030882,            0.040391,            0.001288,            0.001288,            0.001288,             0.59743,             0.46055,             0.67328,              0.2372,             0.24112,             0.18742,             0.83591,               0.945,             0.98968,             0.34566,             0.69755,             0.40849
                  90,            0.044873,            0.072868,              0.0412,             0.71803,                 0.5,             0.70371,              0.3995,            0.036644,            0.030882,            0.040391,            0.001189,            0.001189,            0.001189,             0.59743,             0.46055,             0.67328,              0.2372,             0.24112,             0.18742,             0.83591,               0.945,             0.98968,             0.34566,             0.69755,             0.40849
                  91,            0.042185,             0.10394,            0.035508,             0.72431,                 0.5,             0.70758,             0.40519,            0.033871,            0.029981,            0.040283,             0.00109,             0.00109,             0.00109,             0.59743,             0.46517,             0.66597,             0.23712,             0.26405,              0.2014,             0.83591,              0.9519,             0.98716,             0.36836,             0.65315,               0.449
                  92,            0.041172,             0.10394,            0.033603,             0.72431,                 0.5,             0.70758,             0.40519,            0.033871,            0.029981,            0.040283,            0.000991,            0.000991,            0.000991,             0.59743,             0.46517,             0.66597,             0.23712,             0.26405,              0.2014,             0.83591,              0.9519,             0.98716,             0.36836,             0.65315,               0.449
                  93,            0.041363,            0.080846,             0.03648,             0.72431,                 0.5,             0.70758,             0.40519,            0.033871,            0.029981,            0.040283,            0.000892,            0.000892,            0.000892,             0.59743,             0.46517,             0.66597,             0.23712,             0.26405,              0.2014,             0.83591,              0.9519,             0.98716,             0.36836,             0.65315,               0.449
                  94,            0.040879,            0.082472,            0.037021,             0.72337,                 0.5,             0.68206,             0.36295,            0.033893,            0.030729,            0.040244,            0.000793,            0.000793,            0.000793,             0.41841,             0.48678,              0.5582,             0.23154,             0.26857,             0.21419,             0.63389,              0.9519,             0.98111,             0.38224,             0.66293,             0.48032
                  95,            0.044878,             0.09891,            0.037032,             0.72337,                 0.5,             0.68206,             0.36295,            0.033893,            0.030729,            0.040244,            0.000694,            0.000694,            0.000694,             0.41841,             0.48678,              0.5582,             0.23154,             0.26857,             0.21419,             0.63389,              0.9519,             0.98111,             0.38224,             0.66293,             0.48032
                  96,            0.042421,            0.081938,            0.040068,             0.72708,                 0.5,             0.68008,              0.3312,            0.034117,            0.031158,            0.040151,            0.000595,            0.000595,            0.000595,             0.26651,             0.49493,              0.4658,             0.27029,             0.26773,             0.22192,             0.77341,              0.9519,             0.87755,             0.36943,             0.61516,             0.49306
                  97,            0.041296,            0.090672,             0.03493,             0.72708,                 0.5,             0.68008,              0.3312,            0.034117,            0.031158,            0.040151,            0.000496,            0.000496,            0.000496,             0.26651,             0.49493,              0.4658,             0.27029,             0.26773,             0.22192,             0.77341,              0.9519,             0.87755,             0.36943,             0.61516,             0.49306
                  98,            0.042599,             0.11267,            0.035121,             0.72708,                 0.5,             0.68008,              0.3312,            0.034117,            0.031158,            0.040151,            0.000397,            0.000397,            0.000397,             0.26651,             0.49493,              0.4658,             0.27029,             0.26773,             0.22192,             0.77341,              0.9519,             0.87755,             0.36943,             0.61516,             0.49306
                  99,             0.03928,             0.10055,             0.03606,             0.73033,             0.45833,             0.67955,             0.32571,            0.034302,            0.031377,            0.040082,            0.000298,            0.000298,            0.000298,             0.21646,             0.50375,              0.4517,             0.27072,             0.27235,             0.23931,             0.71722,              0.9519,             0.90219,             0.36898,             0.60503,             0.53198
