               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,     metrics/dog_mAP,  metrics/person_mAP,     metrics/cat_mAP,      metrics/tv_mAP,     metrics/car_mAP,metrics/meatballs_mAP,metrics/marinara sauce_mAP,metrics/tomato soup_mAP,metrics/chicken noodle soup_mAP,metrics/french onion soup_mAP,metrics/chicken breast_mAP,    metrics/ribs_mAP,metrics/pulled pork_mAP,metrics/hamburger_mAP,  metrics/cavity_mAP,  metrics/Bishop_mAP,    metrics/King_mAP,       metrics/w_mAP,    metrics/Pawn_mAP,  metrics/Knight_mAP,    metrics/Rook_mAP,   metrics/Queen_mAP,       metrics/K_mAP,  metrics/dog_mAP_50,metrics/person_mAP_50,  metrics/cat_mAP_50,   metrics/tv_mAP_50,  metrics/car_mAP_50,metrics/meatballs_mAP_50,metrics/marinara sauce_mAP_50,metrics/tomato soup_mAP_50,metrics/chicken noodle soup_mAP_50,metrics/french onion soup_mAP_50,metrics/chicken breast_mAP_50, metrics/ribs_mAP_50,metrics/pulled pork_mAP_50,metrics/hamburger_mAP_50,metrics/cavity_mAP_50,metrics/Bishop_mAP_50, metrics/King_mAP_50,    metrics/w_mAP_50, metrics/Pawn_mAP_50,metrics/Knight_mAP_50, metrics/Rook_mAP_50,metrics/Queen_mAP_50,    metrics/K_mAP_50
                  30,            0.075989,            0.092216,            0.052211,             0.21798,             0.16865,             0.12789,            0.052512,            0.081118,            0.045703,            0.057207,            0.014468,           0.0064676,           0.0064676,                   0,            0.079961,             0.16838,            0.056581,             0.01015,                   0,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,                   0,             0.21094,             0.37816,             0.16522,            0.013055,                   0,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789
                  31,            0.076199,             0.10367,            0.050651,             0.21798,             0.16865,             0.12789,            0.052512,            0.081118,            0.045703,            0.057207,            0.011584,           0.0065844,           0.0065844,                   0,            0.079961,             0.16838,            0.056581,             0.01015,                   0,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,            0.052512,                   0,             0.21094,             0.37816,             0.16522,            0.013055,                   0,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789,             0.12789
                  32,            0.073175,            0.097809,            0.052219,             0.97269,            0.098639,             0.21063,            0.089033,            0.081593,            0.041147,            0.055621,           0.0086954,           0.0066954,           0.0066954,            0.024404,             0.06711,             0.28249,             0.15056,            0.009637,                   0,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.063687,             0.16751,             0.68819,             0.32148,            0.022896,                   0,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063
                  33,            0.080885,            0.076938,            0.050683,             0.97269,            0.098639,             0.21063,            0.089033,            0.081593,            0.041147,            0.055621,            0.006733,            0.006733,            0.006733,            0.024404,             0.06711,             0.28249,             0.15056,            0.009637,                   0,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.063687,             0.16751,             0.68819,             0.32148,            0.022896,                   0,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063
                  34,            0.093106,            0.094782,            0.052442,             0.97269,            0.098639,             0.21063,            0.089033,            0.081593,            0.041147,            0.055621,            0.006733,            0.006733,            0.006733,            0.024404,             0.06711,             0.28249,             0.15056,            0.009637,                   0,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.089033,            0.063687,             0.16751,             0.68819,             0.32148,            0.022896,                   0,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063,             0.21063
                  35,            0.087858,             0.10511,            0.051392,            0.056027,             0.34344,             0.11582,            0.042494,            0.088878,             0.04202,            0.054374,            0.006634,            0.006634,            0.006634,           0.0016943,            0.065267,            0.055193,             0.12028,             0.01253,                   0,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.010537,             0.13679,             0.29951,             0.21361,             0.03445,                   0,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582
                  36,            0.090289,            0.099539,            0.050618,            0.056027,             0.34344,             0.11582,            0.042494,            0.088878,             0.04202,            0.054374,            0.006535,            0.006535,            0.006535,           0.0016943,            0.065267,            0.055193,             0.12028,             0.01253,                   0,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.010537,             0.13679,             0.29951,             0.21361,             0.03445,                   0,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582
                  37,            0.093106,            0.094563,            0.047484,            0.056027,             0.34344,             0.11582,            0.042494,            0.088878,             0.04202,            0.054374,            0.006436,            0.006436,            0.006436,           0.0016943,            0.065267,            0.055193,             0.12028,             0.01253,                   0,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.042494,            0.010537,             0.13679,             0.29951,             0.21361,             0.03445,                   0,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582,             0.11582
                  38,            0.078421,            0.090478,            0.049957,             0.89385,            0.098639,             0.13104,            0.038574,            0.071672,            0.039834,            0.053216,            0.006337,            0.006337,            0.006337,            0.012935,             0.03893,             0.11876,            0.046146,            0.014676,                   0,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.034046,             0.17109,             0.40699,              0.1345,            0.039598,                   0,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104
                  39,            0.075108,             0.10673,            0.047183,             0.89385,            0.098639,             0.13104,            0.038574,            0.071672,            0.039834,            0.053216,            0.006238,            0.006238,            0.006238,            0.012935,             0.03893,             0.11876,            0.046146,            0.014676,                   0,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.038574,            0.034046,             0.17109,             0.40699,              0.1345,            0.039598,                   0,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104,             0.13104
                  40,            0.073678,            0.074797,            0.051153,            0.028694,             0.51474,            0.057414,            0.017851,            0.078214,            0.037467,            0.052326,            0.006139,            0.006139,            0.006139,            0.007951,            0.025443,            0.036932,            0.031617,            0.005164,                   0,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.035818,            0.069059,             0.12631,            0.097369,             0.01593,                   0,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414
                  41,            0.077052,            0.090848,            0.043267,            0.028694,             0.51474,            0.057414,            0.017851,            0.078214,            0.037467,            0.052326,             0.00604,             0.00604,             0.00604,            0.007951,            0.025443,            0.036932,            0.031617,            0.005164,                   0,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.035818,            0.069059,             0.12631,            0.097369,             0.01593,                   0,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414
                  42,            0.078994,             0.12632,            0.051018,            0.028694,             0.51474,            0.057414,            0.017851,            0.078214,            0.037467,            0.052326,            0.005941,            0.005941,            0.005941,            0.007951,            0.025443,            0.036932,            0.031617,            0.005164,                   0,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.017851,            0.035818,            0.069059,             0.12631,            0.097369,             0.01593,                   0,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414,            0.057414
                  43,            0.074863,            0.095839,            0.044491,            0.034361,             0.74159,             0.14824,            0.042791,            0.077115,            0.034896,            0.051704,            0.005842,            0.005842,            0.005842,            0.016796,               0.118,            0.034057,            0.060192,           0.0076424,            0.020062,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,             0.10539,             0.27657,             0.12482,             0.22624,            0.018981,             0.13744,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824
                  44,            0.074113,            0.095085,              0.0471,            0.033295,             0.81019,             0.16663,             0.04816,            0.077115,            0.034896,            0.051704,            0.005743,            0.005743,            0.005743,            0.015738,             0.14332,            0.046681,            0.058293,           0.0063602,            0.018569,             0.04816,             0.04816,             0.04816,             0.04816,             0.04816,             0.04816,             0.04816,             0.04816,             0.04816,             0.04816,             0.04816,             0.04816,             0.04816,             0.04816,             0.04816,             0.04816,             0.04816,             0.10258,             0.34143,             0.19006,             0.22265,            0.015834,             0.12723,             0.16663,             0.16663,             0.16663,             0.16663,             0.16663,             0.16663,             0.16663,             0.16663,             0.16663,             0.16663,             0.16663,             0.16663,             0.16663,             0.16663,             0.16663,             0.16663,             0.16663
                  45,            0.073857,            0.096693,            0.046219,            0.034361,             0.74159,             0.14824,            0.042791,            0.077115,            0.034896,            0.051704,            0.005644,            0.005644,            0.005644,            0.016796,               0.118,            0.034057,            0.060192,           0.0076424,            0.020062,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,            0.042791,             0.10539,             0.27657,             0.12482,             0.22624,            0.018981,             0.13744,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824,             0.14824
                  46,            0.072563,            0.095754,            0.044472,            0.031365,             0.63048,             0.11768,            0.028174,            0.080655,            0.034827,            0.051228,            0.005545,            0.005545,            0.005545,            0.015184,            0.024225,            0.046719,            0.067166,            0.011027,           0.0047249,            0.028174,            0.028174,            0.028174,            0.028174,            0.028174,            0.028174,            0.028174,            0.028174,            0.028174,            0.028174,            0.028174,            0.028174,            0.028174,            0.028174,            0.028174,            0.028174,            0.028174,            0.098043,              0.1187,             0.17384,             0.25654,            0.031937,            0.027026,             0.11768,             0.11768,             0.11768,             0.11768,             0.11768,             0.11768,             0.11768,             0.11768,             0.11768,             0.11768,             0.11768,             0.11768,             0.11768,             0.11768,             0.11768,             0.11768,             0.11768
                  47,            0.072594,             0.12254,            0.046145,            0.032343,             0.68604,              0.1242,            0.028452,            0.080655,            0.034827,            0.051228,            0.005446,            0.005446,            0.005446,            0.013678,            0.026997,            0.045601,            0.061324,           0.0094783,            0.013633,            0.028452,            0.028452,            0.028452,            0.028452,            0.028452,            0.028452,            0.028452,            0.028452,            0.028452,            0.028452,            0.028452,            0.028452,            0.028452,            0.028452,            0.028452,            0.028452,            0.028452,            0.087579,               0.146,              0.1711,             0.24036,            0.027438,            0.072742,              0.1242,              0.1242,              0.1242,              0.1242,              0.1242,              0.1242,              0.1242,              0.1242,              0.1242,              0.1242,              0.1242,              0.1242,              0.1242,              0.1242,              0.1242,              0.1242,              0.1242
                  48,            0.077779,            0.099507,            0.046092,             0.56347,             0.44705,             0.19925,            0.085999,             0.07426,            0.037945,            0.050486,            0.005347,            0.005347,            0.005347,           0.0083222,             0.16316,             0.23326,            0.043357,           0.0029388,            0.064952,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.040949,             0.45598,             0.43651,             0.13404,           0.0081716,             0.11983,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925
                  49,            0.075503,             0.10525,            0.046381,             0.56347,             0.44705,             0.19925,            0.085999,             0.07426,            0.037945,            0.050486,            0.005248,            0.005248,            0.005248,           0.0083222,             0.16316,             0.23326,            0.043357,           0.0029388,            0.064952,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.040949,             0.45598,             0.43651,             0.13404,           0.0081716,             0.11983,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925
                  50,            0.078578,            0.098898,            0.042131,             0.56347,             0.44705,             0.19925,            0.085999,             0.07426,            0.037945,            0.050486,            0.005149,            0.005149,            0.005149,           0.0083222,             0.16316,             0.23326,            0.043357,           0.0029388,            0.064952,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.085999,            0.040949,             0.45598,             0.43651,             0.13404,           0.0081716,             0.11983,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925,             0.19925
                  51,            0.072202,             0.10236,            0.044523,             0.65171,             0.36806,             0.32949,             0.14731,            0.065195,             0.03626,            0.049473,             0.00505,             0.00505,             0.00505,            0.083071,             0.30352,             0.42426,            0.021467,           0.0028463,            0.048691,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.19517,             0.78598,             0.83373,            0.063111,           0.0085026,            0.090457,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949
                  52,             0.06206,            0.093137,            0.042035,             0.65171,             0.36806,             0.32949,             0.14731,            0.065195,             0.03626,            0.049473,            0.004951,            0.004951,            0.004951,            0.083071,             0.30352,             0.42426,            0.021467,           0.0028463,            0.048691,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.19517,             0.78598,             0.83373,            0.063111,           0.0085026,            0.090457,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949
                  53,             0.06428,             0.12434,            0.042816,             0.65171,             0.36806,             0.32949,             0.14731,            0.065195,             0.03626,            0.049473,            0.004852,            0.004852,            0.004852,            0.083071,             0.30352,             0.42426,            0.021467,           0.0028463,            0.048691,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.14731,             0.19517,             0.78598,             0.83373,            0.063111,           0.0085026,            0.090457,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949,             0.32949
                  54,              0.0619,            0.099392,            0.041703,             0.67564,              0.4008,             0.36245,             0.16567,            0.057551,            0.036823,            0.048793,            0.004753,            0.004753,            0.004753,               0.116,             0.32117,             0.47984,            0.027005,           0.0049442,            0.045066,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.21876,             0.88958,             0.90967,            0.065407,           0.0095136,            0.081736,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245
                  55,            0.058407,            0.088319,            0.046286,             0.67564,              0.4008,             0.36245,             0.16567,            0.057551,            0.036823,            0.048793,            0.004654,            0.004654,            0.004654,               0.116,             0.32117,             0.47984,            0.027005,           0.0049442,            0.045066,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.16567,             0.21876,             0.88958,             0.90967,            0.065407,           0.0095136,            0.081736,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245,             0.36245
                  56,            0.057415,            0.090594,             0.04454,             0.96816,             0.15844,             0.30238,             0.14159,            0.067557,            0.038158,            0.048756,            0.004555,            0.004555,            0.004555,            0.040736,             0.17841,             0.50969,            0.035272,           0.0060321,            0.079417,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.17948,             0.51047,             0.92989,             0.07811,           0.0093018,             0.10701,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238
                  57,            0.065638,            0.095657,            0.046296,             0.96816,             0.15844,             0.30238,             0.14159,            0.067557,            0.038158,            0.048756,            0.004456,            0.004456,            0.004456,            0.040736,             0.17841,             0.50969,            0.035272,           0.0060321,            0.079417,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.17948,             0.51047,             0.92989,             0.07811,           0.0093018,             0.10701,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238
                  58,            0.064208,            0.097658,            0.044935,             0.96816,             0.15844,             0.30238,             0.14159,            0.067557,            0.038158,            0.048756,            0.004357,            0.004357,            0.004357,            0.040736,             0.17841,             0.50969,            0.035272,           0.0060321,            0.079417,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.14159,             0.17948,             0.51047,             0.92989,             0.07811,           0.0093018,             0.10701,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238,             0.30238
                  59,            0.065098,            0.089082,              0.0448,             0.94384,             0.15646,             0.23809,            0.083408,            0.063191,            0.038536,             0.04799,            0.004258,            0.004258,            0.004258,            0.051468,             0.10763,             0.26617,            0.034527,           0.0052339,            0.035417,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.084295,             0.35443,              0.7988,            0.091906,           0.0084942,            0.090606,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809
                  60,            0.067719,            0.088766,            0.044065,             0.94384,             0.15646,             0.23809,            0.083408,            0.063191,            0.038536,             0.04799,            0.004159,            0.004159,            0.004159,            0.051468,             0.10763,             0.26617,            0.034527,           0.0052339,            0.035417,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.084295,             0.35443,              0.7988,            0.091906,           0.0084942,            0.090606,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809
                  61,            0.063564,             0.10015,            0.046057,             0.94384,             0.15646,             0.23809,            0.083408,            0.063191,            0.038536,             0.04799,             0.00406,             0.00406,             0.00406,            0.051468,             0.10763,             0.26617,            0.034527,           0.0052339,            0.035417,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.083408,            0.084295,             0.35443,              0.7988,            0.091906,           0.0084942,            0.090606,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809,             0.23809
                  62,            0.056885,            0.096101,             0.04368,             0.64196,             0.41667,             0.30423,             0.14149,            0.052687,            0.034985,            0.047639,            0.003961,            0.003961,            0.003961,            0.050469,             0.25573,             0.42351,            0.037546,           0.0078821,            0.073819,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,            0.074827,             0.65064,              0.8637,            0.088263,            0.011738,             0.13623,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423
                  63,            0.054705,            0.090025,            0.043635,             0.64196,             0.41667,             0.30423,             0.14149,            0.052687,            0.034985,            0.047639,            0.003862,            0.003862,            0.003862,            0.050469,             0.25573,             0.42351,            0.037546,           0.0078821,            0.073819,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,             0.14149,            0.074827,             0.65064,              0.8637,            0.088263,            0.011738,             0.13623,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423,             0.30423
                  64,            0.059439,            0.099319,            0.045583,             0.58899,               0.375,             0.17359,            0.043081,            0.073772,             0.04118,             0.04667,            0.003763,            0.003763,            0.003763,            0.006588,             0.13599,            0.043777,             0.05534,           0.0030727,            0.013715,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.038406,             0.59225,             0.16694,             0.17554,           0.0083167,            0.060064,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359
                  65,            0.075881,              0.1076,            0.042539,             0.58899,               0.375,             0.17359,            0.043081,            0.073772,             0.04118,             0.04667,            0.003664,            0.003664,            0.003664,            0.006588,             0.13599,            0.043777,             0.05534,           0.0030727,            0.013715,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.038406,             0.59225,             0.16694,             0.17554,           0.0083167,            0.060064,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359
                  66,            0.075618,            0.095158,            0.042166,             0.58899,               0.375,             0.17359,            0.043081,            0.073772,             0.04118,             0.04667,            0.003565,            0.003565,            0.003565,            0.006588,             0.13599,            0.043777,             0.05534,           0.0030727,            0.013715,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.043081,            0.038406,             0.59225,             0.16694,             0.17554,           0.0083167,            0.060064,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359,             0.17359
