               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,     metrics/dog_mAP,  metrics/person_mAP,     metrics/cat_mAP,      metrics/tv_mAP,     metrics/car_mAP,metrics/meatballs_mAP,metrics/marinara sauce_mAP,metrics/tomato soup_mAP,metrics/chicken noodle soup_mAP,metrics/french onion soup_mAP,metrics/chicken breast_mAP,    metrics/ribs_mAP,metrics/pulled pork_mAP,metrics/hamburger_mAP,  metrics/cavity_mAP,  metrics/Bishop_mAP,    metrics/King_mAP,       metrics/w_mAP,    metrics/Pawn_mAP,  metrics/Knight_mAP,    metrics/Rook_mAP,   metrics/Queen_mAP,       metrics/K_mAP,  metrics/dog_mAP_50,metrics/person_mAP_50,  metrics/cat_mAP_50,   metrics/tv_mAP_50,  metrics/car_mAP_50,metrics/meatballs_mAP_50,metrics/marinara sauce_mAP_50,metrics/tomato soup_mAP_50,metrics/chicken noodle soup_mAP_50,metrics/french onion soup_mAP_50,metrics/chicken breast_mAP_50, metrics/ribs_mAP_50,metrics/pulled pork_mAP_50,metrics/hamburger_mAP_50,metrics/cavity_mAP_50,metrics/Bishop_mAP_50, metrics/King_mAP_50,    metrics/w_mAP_50, metrics/Pawn_mAP_50,metrics/Knight_mAP_50, metrics/Rook_mAP_50,metrics/Queen_mAP_50,    metrics/K_mAP_50
                  67,            0.070043,            0.093268,            0.045394,             0.61017,             0.42361,             0.28136,             0.12746,             0.05607,            0.033838,            0.045525,            0.003466,            0.003466,            0.003466,            0.042214,              0.4038,             0.23365,            0.033196,           0.0057401,            0.046148,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.08118,             0.69897,             0.69933,            0.084458,            0.015311,             0.10891,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136
                  68,             0.05707,            0.085398,            0.041047,             0.61017,             0.42361,             0.28136,             0.12746,             0.05607,            0.033838,            0.045525,            0.003367,            0.003367,            0.003367,            0.042214,              0.4038,             0.23365,            0.033196,           0.0057401,            0.046148,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.08118,             0.69897,             0.69933,            0.084458,            0.015311,             0.10891,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136
                  69,             0.06061,            0.089619,            0.045984,             0.61017,             0.42361,             0.28136,             0.12746,             0.05607,            0.033838,            0.045525,            0.003268,            0.003268,            0.003268,            0.042214,              0.4038,             0.23365,            0.033196,           0.0057401,            0.046148,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.12746,             0.08118,             0.69897,             0.69933,            0.084458,            0.015311,             0.10891,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136,             0.28136
                  70,            0.058877,             0.10011,            0.043188,              0.6087,             0.41667,             0.31239,              0.1453,            0.050157,            0.032625,            0.044956,            0.003169,            0.003169,            0.003169,            0.067993,             0.30238,              0.3714,            0.028208,            0.038481,            0.063321,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,             0.10466,             0.67285,             0.82042,            0.071342,            0.060326,             0.14475,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239
                  71,            0.056557,             0.11176,            0.040188,              0.6087,             0.41667,             0.31239,              0.1453,            0.050157,            0.032625,            0.044956,             0.00307,             0.00307,             0.00307,            0.067993,             0.30238,              0.3714,            0.028208,            0.038481,            0.063321,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,              0.1453,             0.10466,             0.67285,             0.82042,            0.071342,            0.060326,             0.14475,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239,             0.31239
                  72,            0.055136,             0.11331,             0.04093,             0.60914,             0.45139,             0.29455,             0.14676,            0.059078,            0.033737,            0.044527,            0.002971,            0.002971,            0.002971,             0.07972,             0.41634,             0.28208,            0.049669,           0.0073108,            0.045408,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.12471,             0.70864,             0.71344,             0.10219,            0.014315,             0.10401,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455
                  73,            0.060466,             0.10369,            0.040612,             0.60914,             0.45139,             0.29455,             0.14676,            0.059078,            0.033737,            0.044527,            0.002872,            0.002872,            0.002872,             0.07972,             0.41634,             0.28208,            0.049669,           0.0073108,            0.045408,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.12471,             0.70864,             0.71344,             0.10219,            0.014315,             0.10401,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455
                  74,            0.058655,             0.10667,            0.038583,             0.60914,             0.45139,             0.29455,             0.14676,            0.059078,            0.033737,            0.044527,            0.002773,            0.002773,            0.002773,             0.07972,             0.41634,             0.28208,            0.049669,           0.0073108,            0.045408,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.14676,             0.12471,             0.70864,             0.71344,             0.10219,            0.014315,             0.10401,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455,             0.29455
                  75,            0.058606,            0.088822,            0.038978,             0.62593,             0.44444,             0.29223,             0.14234,            0.050865,            0.032429,            0.044136,            0.002674,            0.002674,            0.002674,            0.063423,             0.33254,             0.35036,            0.039362,            0.022422,            0.045923,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.11666,             0.61709,             0.80522,            0.072652,            0.028496,             0.11328,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223
                  76,            0.055375,            0.093029,            0.043158,             0.62593,             0.44444,             0.29223,             0.14234,            0.050865,            0.032429,            0.044136,            0.002575,            0.002575,            0.002575,            0.063423,             0.33254,             0.35036,            0.039362,            0.022422,            0.045923,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.11666,             0.61709,             0.80522,            0.072652,            0.028496,             0.11328,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223
                  77,            0.055837,            0.085508,            0.042928,             0.62593,             0.44444,             0.29223,             0.14234,            0.050865,            0.032429,            0.044136,            0.002476,            0.002476,            0.002476,            0.063423,             0.33254,             0.35036,            0.039362,            0.022422,            0.045923,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.14234,             0.11666,             0.61709,             0.80522,            0.072652,            0.028496,             0.11328,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223,             0.29223
                  78,            0.053065,             0.08928,             0.04216,             0.64207,             0.47222,             0.31924,             0.18433,            0.047325,            0.031523,            0.043869,            0.002377,            0.002377,            0.002377,            0.081166,             0.35158,              0.5147,            0.041665,            0.050692,            0.066162,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.12652,             0.64512,             0.86574,            0.075491,            0.074965,             0.12758,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924
                  79,            0.050939,            0.090194,            0.040441,             0.64207,             0.47222,             0.31924,             0.18433,            0.047325,            0.031523,            0.043869,            0.002278,            0.002278,            0.002278,            0.081166,             0.35158,              0.5147,            0.041665,            0.050692,            0.066162,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.18433,             0.12652,             0.64512,             0.86574,            0.075491,            0.074965,             0.12758,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924,             0.31924
                  80,            0.053442,               0.118,            0.043304,             0.62982,             0.49306,             0.27945,             0.15022,            0.050697,            0.031497,            0.043623,            0.002179,            0.002179,            0.002179,            0.075927,             0.38008,             0.32647,            0.048642,            0.013699,            0.056516,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,              0.1317,             0.67432,             0.66681,             0.08074,            0.018543,             0.10457,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945
                  81,            0.056341,            0.083915,            0.038271,             0.62982,             0.49306,             0.27945,             0.15022,            0.050697,            0.031497,            0.043623,             0.00208,             0.00208,             0.00208,            0.075927,             0.38008,             0.32647,            0.048642,            0.013699,            0.056516,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,              0.1317,             0.67432,             0.66681,             0.08074,            0.018543,             0.10457,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945
                  82,            0.056391,            0.085884,            0.041356,             0.62982,             0.49306,             0.27945,             0.15022,            0.050697,            0.031497,            0.043623,            0.001981,            0.001981,            0.001981,            0.075927,             0.38008,             0.32647,            0.048642,            0.013699,            0.056516,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,             0.15022,              0.1317,             0.67432,             0.66681,             0.08074,            0.018543,             0.10457,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945,             0.27945
                  83,            0.053567,            0.082775,            0.042406,             0.64912,             0.49306,             0.34423,             0.19243,            0.046608,             0.03104,            0.043252,            0.001882,            0.001882,            0.001882,            0.091697,               0.332,             0.56158,             0.04014,            0.049789,            0.079376,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.12875,              0.6713,             0.94698,            0.084481,            0.085286,              0.1486,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423
                  84,             0.04956,             0.10275,            0.041233,             0.64912,             0.49306,             0.34423,             0.19243,            0.046608,             0.03104,            0.043252,            0.001783,            0.001783,            0.001783,            0.091697,               0.332,             0.56158,             0.04014,            0.049789,            0.079376,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.12875,              0.6713,             0.94698,            0.084481,            0.085286,              0.1486,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423
                  85,            0.051179,            0.085571,            0.039264,             0.64912,             0.49306,             0.34423,             0.19243,            0.046608,             0.03104,            0.043252,            0.001684,            0.001684,            0.001684,            0.091697,               0.332,             0.56158,             0.04014,            0.049789,            0.079376,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.19243,             0.12875,              0.6713,             0.94698,            0.084481,            0.085286,              0.1486,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423,             0.34423
                  86,            0.050406,            0.091669,            0.039937,             0.65228,             0.49306,             0.34636,             0.22082,            0.043964,            0.030469,            0.043104,            0.001585,            0.001585,            0.001585,             0.10086,             0.37831,             0.67029,             0.04188,             0.04484,            0.088775,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.14214,             0.67935,             0.94578,            0.086106,              0.0796,             0.14518,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636
                  87,            0.049884,             0.10486,            0.044768,             0.65228,             0.49306,             0.34636,             0.22082,            0.043964,            0.030469,            0.043104,            0.001486,            0.001486,            0.001486,             0.10086,             0.37831,             0.67029,             0.04188,             0.04484,            0.088775,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.22082,             0.14214,             0.67935,             0.94578,            0.086106,              0.0796,             0.14518,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636,             0.34636
                  88,            0.048838,            0.078024,            0.039176,             0.64835,             0.49306,             0.34298,             0.20394,            0.044779,            0.030443,            0.043003,            0.001387,            0.001387,            0.001387,             0.10333,             0.40087,             0.52266,            0.048812,            0.050226,            0.097724,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.14214,             0.70631,             0.89025,             0.08955,            0.080676,             0.14898,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298
                  89,            0.050007,             0.08366,            0.043288,             0.64835,             0.49306,             0.34298,             0.20394,            0.044779,            0.030443,            0.043003,            0.001288,            0.001288,            0.001288,             0.10333,             0.40087,             0.52266,            0.048812,            0.050226,            0.097724,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.14214,             0.70631,             0.89025,             0.08955,            0.080676,             0.14898,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298
                  90,             0.05185,            0.071923,            0.045651,             0.64835,             0.49306,             0.34298,             0.20394,            0.044779,            0.030443,            0.043003,            0.001189,            0.001189,            0.001189,             0.10333,             0.40087,             0.52266,            0.048812,            0.050226,            0.097724,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.20394,             0.14214,             0.70631,             0.89025,             0.08955,            0.080676,             0.14898,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298,             0.34298
                  91,            0.049514,             0.10061,            0.039269,             0.65894,             0.49883,             0.36028,             0.23256,            0.042293,            0.029803,            0.042851,             0.00109,             0.00109,             0.00109,             0.12056,             0.39806,             0.66967,            0.045676,            0.049173,             0.11226,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.16583,             0.71388,             0.94598,            0.086106,            0.081781,              0.1681,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028
                  92,            0.046685,             0.10163,            0.037437,             0.65894,             0.49883,             0.36028,             0.23256,            0.042293,            0.029803,            0.042851,            0.000991,            0.000991,            0.000991,             0.12056,             0.39806,             0.66967,            0.045676,            0.049173,             0.11226,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.16583,             0.71388,             0.94598,            0.086106,            0.081781,              0.1681,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028
                  93,            0.048309,            0.078103,            0.040207,             0.65894,             0.49883,             0.36028,             0.23256,            0.042293,            0.029803,            0.042851,            0.000892,            0.000892,            0.000892,             0.12056,             0.39806,             0.66967,            0.045676,            0.049173,             0.11226,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.23256,             0.16583,             0.71388,             0.94598,            0.086106,            0.081781,              0.1681,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028,             0.36028
                  94,            0.048736,             0.08174,            0.040704,             0.65213,                 0.5,             0.37055,             0.23788,            0.043191,             0.03005,            0.042753,            0.000793,            0.000793,            0.000793,              0.1253,             0.38772,             0.71747,            0.046549,            0.039495,             0.11072,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.17663,             0.73381,             0.98108,            0.086942,            0.076538,             0.16831,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055
                  95,            0.051478,            0.096651,             0.04102,             0.65213,                 0.5,             0.37055,             0.23788,            0.043191,             0.03005,            0.042753,            0.000694,            0.000694,            0.000694,              0.1253,             0.38772,             0.71747,            0.046549,            0.039495,             0.11072,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.23788,             0.17663,             0.73381,             0.98108,            0.086942,            0.076538,             0.16831,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055,             0.37055
                  96,            0.049025,            0.080278,            0.044377,             0.64787,                 0.5,             0.37353,             0.23797,            0.042041,            0.029695,             0.04273,            0.000595,            0.000595,            0.000595,             0.13642,             0.38777,             0.67783,            0.050174,             0.04988,             0.12572,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.18625,             0.72437,             0.98052,            0.086942,            0.074174,             0.18895,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353
                  97,            0.047869,            0.088992,            0.038919,             0.64787,                 0.5,             0.37353,             0.23797,            0.042041,            0.029695,             0.04273,            0.000496,            0.000496,            0.000496,             0.13642,             0.38777,             0.67783,            0.050174,             0.04988,             0.12572,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.18625,             0.72437,             0.98052,            0.086942,            0.074174,             0.18895,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353
                  98,            0.049459,             0.11193,            0.039522,             0.64787,                 0.5,             0.37353,             0.23797,            0.042041,            0.029695,             0.04273,            0.000397,            0.000397,            0.000397,             0.13642,             0.38777,             0.67783,            0.050174,             0.04988,             0.12572,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.23797,             0.18625,             0.72437,             0.98052,            0.086942,            0.074174,             0.18895,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353,             0.37353
                  99,            0.046319,             0.09815,            0.039808,             0.64811,                 0.5,             0.37633,             0.24609,            0.041972,            0.029617,            0.042773,            0.000298,            0.000298,            0.000298,             0.15357,             0.38965,             0.70373,             0.05012,            0.051311,             0.12815,             0.24609,             0.24609,             0.24609,             0.24609,             0.24609,             0.24609,             0.24609,             0.24609,             0.24609,             0.24609,             0.24609,             0.24609,             0.24609,             0.24609,             0.24609,             0.24609,             0.24609,             0.20333,             0.72099,             0.98111,            0.087794,            0.075732,             0.18904,             0.37633,             0.37633,             0.37633,             0.37633,             0.37633,             0.37633,             0.37633,             0.37633,             0.37633,             0.37633,             0.37633,             0.37633,             0.37633,             0.37633,             0.37633,             0.37633,             0.37633
