               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,  metrics/Bishop_mAP,    metrics/King_mAP,    metrics/Pawn_mAP,   metrics/Queen_mAP,    metrics/Rook_mAP,  metrics/Knight_mAP,metrics/Bishop_mAP_50, metrics/King_mAP_50, metrics/Pawn_mAP_50,metrics/Queen_mAP_50, metrics/Rook_mAP_50,metrics/Knight_mAP_50
                  27,            0.069381,             0.10704,            0.039153,             0.37402,             0.19416,             0.17265,             0.08452,            0.056979,             0.06587,            0.048598,             0.04903,           0.0040299,           0.0040299,                   0,            0.099282,            0.017615,             0.39022,                   0,                   0,                   0,             0.26958,            0.087273,             0.67902,                   0,                   0
                  28,            0.071057,             0.11757,            0.041093,             0.43996,             0.10335,             0.11564,            0.032995,            0.072079,            0.066017,            0.047976,             0.04712,             0.00412,             0.00412,                   0,            0.058373,            0.049134,             0.09046,                   0,                   0,                   0,             0.22446,             0.10748,             0.36189,                   0,                   0
                  29,             0.07265,             0.10302,            0.042003,             0.38371,             0.17017,             0.23672,               0.123,            0.065284,             0.05957,            0.047942,            0.045206,           0.0042061,           0.0042061,                   0,             0.15419,            0.041347,             0.51065,            0.031819,                   0,                   0,             0.51964,            0.084459,             0.75524,            0.060975,                   0
                  30,            0.070147,              0.1289,            0.039648,             0.38371,             0.17017,             0.23672,               0.123,            0.065284,             0.05957,            0.047942,            0.043288,           0.0042883,           0.0042883,                   0,             0.15419,            0.041347,             0.51065,            0.031819,                   0,                   0,             0.51964,            0.084459,             0.75524,            0.060975,                   0
                  31,            0.068693,             0.10386,            0.042048,             0.94049,             0.12245,             0.33624,             0.11938,            0.061771,            0.053224,             0.04757,            0.041367,           0.0043665,           0.0043665,             0.26546,            0.062239,             0.15714,            0.079457,             0.15198,                   0,             0.66167,             0.18824,             0.55549,              0.3584,              0.2536,                   0
                  32,            0.064149,             0.10249,            0.044079,             0.93639,            0.071429,             0.14169,            0.071946,            0.064465,            0.060748,             0.04783,            0.039441,           0.0044408,           0.0044408,                   0,             0.08079,             0.23805,             0.10277,            0.010063,                   0,                   0,             0.25554,             0.40919,             0.16854,            0.016837,                   0
                  33,            0.068439,             0.10636,            0.037625,             0.93829,             0.12585,             0.24345,             0.11454,            0.064465,            0.060748,             0.04783,            0.037511,           0.0045111,           0.0045111,             0.14082,            0.074846,             0.35872,             0.10277,            0.010063,                   0,             0.42012,             0.23481,             0.62038,             0.16854,            0.016837,                   0
                  34,            0.067061,              0.1026,             0.04013,            0.059415,             0.44529,             0.16655,            0.084776,            0.059817,            0.055727,            0.047255,            0.035577,           0.0045775,           0.0045775,            0.086888,            0.091462,            0.087943,            0.067412,             0.17495,                   0,             0.21466,              0.2257,             0.14229,             0.18067,             0.23596,                   0
                  35,            0.069564,             0.10266,            0.038954,             0.94399,             0.12245,             0.20768,            0.054422,            0.071526,            0.057005,            0.046472,             0.03364,           0.0046399,           0.0046399,              0.0337,             0.16016,             0.10504,            0.021882,           0.0057492,                   0,             0.18969,             0.36114,             0.62063,            0.061909,            0.012712,                   0
                  36,            0.073933,            0.078383,             0.03846,             0.94399,             0.12245,             0.20768,            0.054422,            0.071526,            0.057005,            0.046472,            0.031698,           0.0046983,           0.0046983,              0.0337,             0.16016,             0.10504,            0.021882,           0.0057492,                   0,             0.18969,             0.36114,             0.62063,            0.061909,            0.012712,                   0
                  37,            0.064034,            0.091199,            0.037433,             0.65046,             0.35502,             0.32549,             0.12383,            0.058364,            0.051823,              0.0458,            0.029753,           0.0047528,           0.0047528,            0.078018,             0.19923,             0.19618,              0.1137,             0.12636,            0.029511,             0.23956,             0.54394,             0.52174,             0.29017,             0.22631,             0.13122
                  38,            0.059694,            0.082613,            0.041067,             0.68446,              0.3716,             0.19125,            0.088637,             0.06714,            0.050052,             0.04561,            0.027803,           0.0048033,           0.0048033,            0.042026,             0.42748,            0.027279,           0.0084528,           0.0079275,            0.018654,             0.22887,             0.67927,            0.098832,             0.02981,            0.038315,            0.072428
                  39,            0.070538,            0.090779,            0.041675,             0.68446,              0.3716,             0.19125,            0.088637,             0.06714,            0.050052,             0.04561,             0.02585,           0.0048498,           0.0048498,            0.042026,             0.42748,            0.027279,           0.0084528,           0.0079275,            0.018654,             0.22887,             0.67927,            0.098832,             0.02981,            0.038315,            0.072428
                  40,            0.068598,             0.10142,            0.040952,             0.71363,             0.30348,             0.34346,             0.13277,            0.056555,            0.044307,            0.045431,            0.023892,           0.0048924,           0.0048924,             0.10138,             0.36196,             0.19153,             0.04205,            0.073327,            0.026353,             0.20947,             0.80553,             0.39893,             0.13798,             0.43264,            0.076194
                  41,            0.063762,             0.10768,            0.038912,             0.68853,             0.33333,             0.25822,             0.10316,            0.061113,            0.045996,            0.044727,            0.021931,            0.004931,            0.004931,            0.024405,             0.41584,            0.081338,            0.063462,           0.0020351,            0.031887,             0.15878,             0.88357,             0.29186,             0.12144,           0.0046915,            0.088979
                  42,            0.070462,             0.11642,            0.036782,             0.68853,             0.33333,             0.25822,             0.10316,            0.061113,            0.045996,            0.044727,            0.019966,           0.0049657,           0.0049657,            0.024405,             0.41584,            0.081338,            0.063462,           0.0020351,            0.031887,             0.15878,             0.88357,             0.29186,             0.12144,           0.0046915,            0.088979
                  43,             0.07525,              0.1057,            0.038309,             0.72291,             0.41495,             0.44174,             0.17066,            0.053511,            0.037809,            0.043793,            0.017996,           0.0049964,           0.0049964,             0.14887,             0.34873,             0.23649,            0.076919,             0.18628,            0.026686,             0.52341,             0.81723,             0.65733,              0.2004,             0.38488,            0.067171
                  44,            0.055293,             0.10405,            0.040156,             0.72291,             0.41495,             0.44174,             0.17066,            0.053511,            0.037809,            0.043793,            0.016023,           0.0050232,           0.0050232,             0.14887,             0.34873,             0.23649,            0.076919,             0.18628,            0.026686,             0.52341,             0.81723,             0.65733,              0.2004,             0.38488,            0.067171
                  45,            0.058787,            0.098632,            0.038664,             0.72685,             0.40137,             0.44426,             0.22735,            0.061091,            0.039866,            0.043501,            0.014046,            0.005046,            0.005046,             0.69601,             0.41656,             0.19238,            0.029796,           0.0032265,             0.02615,               0.995,             0.72735,             0.75634,            0.088408,            0.005439,            0.093039
                  46,            0.066081,             0.10539,            0.041473,             0.72685,             0.40137,             0.44426,             0.22735,            0.061091,            0.039866,            0.043501,            0.012065,           0.0050648,           0.0050648,             0.69601,             0.41656,             0.19238,            0.029796,           0.0032265,             0.02615,               0.995,             0.72735,             0.75634,            0.088408,            0.005439,            0.093039
                  47,            0.065321,            0.099253,            0.041349,             0.77619,             0.19869,             0.14856,            0.045899,            0.073061,            0.039066,            0.043188,             0.01008,           0.0050797,           0.0050797,           0.0026355,            0.058379,            0.098688,            0.049911,            0.002098,            0.063684,              0.0105,             0.31739,             0.38005,            0.080816,           0.0063293,            0.096253
                  48,            0.067655,            0.087423,            0.036601,             0.77619,             0.19869,             0.14856,            0.045899,            0.073061,            0.039066,            0.043188,           0.0080906,           0.0050906,           0.0050906,           0.0026355,            0.058379,            0.098688,            0.049911,            0.002098,            0.063684,              0.0105,             0.31739,             0.38005,            0.080816,           0.0063293,            0.096253
                  49,            0.071603,             0.07775,            0.040941,             0.81619,              0.3842,             0.43212,             0.12212,            0.057454,              0.0365,            0.042088,           0.0060975,           0.0050975,           0.0050975,             0.15283,             0.27782,              0.2485,            0.030232,           0.0038145,            0.019526,               0.995,             0.72129,             0.73596,             0.07313,           0.0074658,            0.059873
                  50,            0.063512,            0.093748,             0.03883,             0.81619,              0.3842,             0.43212,             0.12212,            0.057454,              0.0365,            0.042088,             0.00505,             0.00505,             0.00505,             0.15283,             0.27782,              0.2485,            0.030232,           0.0038145,            0.019526,               0.995,             0.72129,             0.73596,             0.07313,           0.0074658,            0.059873
                  51,            0.062732,            0.071799,            0.042191,             0.77622,             0.36702,             0.31465,             0.13327,            0.062956,            0.039449,            0.041636,             0.00505,             0.00505,             0.00505,              0.3093,             0.33812,            0.099453,            0.014712,           0.0022161,            0.035835,               0.895,             0.62564,              0.2254,            0.041769,           0.0044992,            0.095565
                  52,             0.06437,             0.09113,            0.036428,             0.77622,             0.36702,             0.31465,             0.13327,            0.062956,            0.039449,            0.041636,            0.004951,            0.004951,            0.004951,              0.3093,             0.33812,            0.099453,            0.014712,           0.0022161,            0.035835,               0.895,             0.62564,              0.2254,            0.041769,           0.0044992,            0.095565
                  53,            0.064684,            0.086221,            0.036506,             0.76623,              0.3052,             0.42008,             0.14612,            0.060031,            0.035707,            0.040769,            0.004852,            0.004852,            0.004852,             0.15367,             0.20679,             0.39474,            0.051508,             0.02164,            0.048388,              0.6331,             0.64804,             0.86132,             0.10666,             0.18037,            0.090981
                  54,            0.065568,              0.1073,            0.040238,             0.76623,              0.3052,             0.42008,             0.14612,            0.060031,            0.035707,            0.040769,            0.004753,            0.004753,            0.004753,             0.15367,             0.20679,             0.39474,            0.051508,             0.02164,            0.048388,              0.6331,             0.64804,             0.86132,             0.10666,             0.18037,            0.090981
                  55,            0.063802,            0.091876,            0.036895,             0.84577,             0.33333,             0.50988,             0.22924,            0.047061,            0.033833,            0.040342,            0.004654,            0.004654,            0.004654,             0.24444,             0.26627,              0.5394,            0.048184,             0.22011,            0.057034,             0.71643,             0.67917,             0.86311,             0.11232,             0.53476,             0.15352
                  56,            0.055042,            0.091796,            0.038788,             0.84577,             0.33333,             0.50988,             0.22924,            0.047061,            0.033833,            0.040342,            0.004555,            0.004555,            0.004555,             0.24444,             0.26627,              0.5394,            0.048184,             0.22011,            0.057034,             0.71643,             0.67917,             0.86311,             0.11232,             0.53476,             0.15352
                  57,            0.052417,            0.086893,            0.037859,             0.77605,             0.33333,             0.51597,             0.16602,            0.057687,            0.035284,            0.040174,            0.004456,            0.004456,            0.004456,             0.23378,             0.25865,               0.331,            0.038092,            0.059794,              0.0748,             0.59222,               0.744,             0.93156,            0.083589,             0.56509,             0.17934
                  58,            0.058252,            0.085336,            0.040081,             0.77605,             0.33333,             0.51597,             0.16602,            0.057687,            0.035284,            0.040174,            0.004357,            0.004357,            0.004357,             0.23378,             0.25865,               0.331,            0.038092,            0.059794,              0.0748,             0.59222,               0.744,             0.93156,            0.083589,             0.56509,             0.17934
                  59,            0.054464,            0.094488,            0.033484,             0.83513,              0.2799,             0.47084,             0.22992,            0.051146,              0.0355,            0.040078,            0.004258,            0.004258,            0.004258,             0.28674,             0.37017,             0.49818,            0.040124,            0.027278,             0.15704,             0.47568,              0.7812,             0.86943,             0.11258,             0.24922,             0.33694
                  60,            0.055238,            0.095867,            0.034161,             0.83513,              0.2799,             0.47084,             0.22992,            0.051146,              0.0355,            0.040078,            0.004159,            0.004159,            0.004159,             0.28674,             0.37017,             0.49818,            0.040124,            0.027278,             0.15704,             0.47568,              0.7812,             0.86943,             0.11258,             0.24922,             0.33694
                  61,            0.053026,             0.09778,            0.038648,             0.96547,             0.31086,             0.47535,             0.24284,            0.051343,            0.036606,            0.039691,             0.00406,             0.00406,             0.00406,              0.3997,             0.40568,             0.47619,            0.028158,           0.0042192,              0.1431,             0.66097,             0.79803,             0.98234,            0.068457,            0.021853,             0.32047
                  62,            0.051885,            0.081679,             0.03671,             0.96547,             0.31086,             0.47535,             0.24284,            0.051343,            0.036606,            0.039691,            0.003961,            0.003961,            0.003961,              0.3997,             0.40568,             0.47619,            0.028158,           0.0042192,              0.1431,             0.66097,             0.79803,             0.98234,            0.068457,            0.021853,             0.32047
                  63,            0.060211,             0.13832,            0.040627,             0.96125,             0.32629,             0.57369,             0.30218,            0.047373,            0.036411,            0.039296,            0.003862,            0.003862,            0.003862,             0.49167,             0.41953,             0.48508,            0.032689,            0.081759,             0.30233,             0.81167,             0.81317,             0.90378,            0.083245,             0.20029,             0.62998
                  64,            0.050459,             0.10957,            0.034364,             0.96125,             0.32629,             0.57369,             0.30218,            0.047373,            0.036411,            0.039296,            0.003763,            0.003763,            0.003763,             0.49167,             0.41953,             0.48508,            0.032689,            0.081759,             0.30233,             0.81167,             0.81317,             0.90378,            0.083245,             0.20029,             0.62998
                  65,            0.054017,             0.11033,            0.035458,              0.9178,             0.33333,              0.5786,             0.26983,            0.045461,            0.034548,            0.038678,            0.003664,            0.003664,            0.003664,             0.41399,             0.46042,             0.36659,             0.06443,            0.037604,             0.27596,               0.745,             0.79689,             0.99095,             0.12585,              0.3182,             0.49472
                  66,            0.046906,             0.07872,             0.03707,              0.9178,             0.33333,              0.5786,             0.26983,            0.045461,            0.034548,            0.038678,            0.003565,            0.003565,            0.003565,             0.41399,             0.46042,             0.36659,             0.06443,            0.037604,             0.27596,               0.745,             0.79689,             0.99095,             0.12585,              0.3182,             0.49472
                  67,            0.056039,             0.10319,            0.036379,             0.97288,             0.23523,             0.50789,             0.28931,            0.042296,            0.034021,            0.038311,            0.003466,            0.003466,            0.003466,             0.23503,             0.53995,             0.54168,            0.069977,           0.0028402,             0.34641,             0.56097,             0.81053,             0.98426,             0.17629,           0.0068963,             0.50839
                  68,             0.05042,            0.084117,            0.036647,             0.97288,             0.23523,             0.50789,             0.28931,            0.042296,            0.034021,            0.038311,            0.003367,            0.003367,            0.003367,             0.23503,             0.53995,             0.54168,            0.069977,           0.0028402,             0.34641,             0.56097,             0.81053,             0.98426,             0.17629,           0.0068963,             0.50839
                  69,            0.055178,            0.080838,            0.037816,             0.79536,               0.375,             0.58077,             0.29928,            0.043162,            0.033617,            0.038019,            0.003268,            0.003268,            0.003268,               0.413,             0.48462,             0.43733,            0.067776,             0.12393,             0.26899,             0.82833,             0.77756,             0.98325,             0.13269,             0.31804,             0.44477
                  70,            0.044594,             0.10358,            0.041502,             0.79536,               0.375,             0.58077,             0.29928,            0.043162,            0.033617,            0.038019,            0.003169,            0.003169,            0.003169,               0.413,             0.48462,             0.43733,            0.067776,             0.12393,             0.26899,             0.82833,             0.77756,             0.98325,             0.13269,             0.31804,             0.44477
                  71,            0.044225,            0.098881,            0.033401,             0.80887,             0.41667,             0.53555,             0.25511,            0.037841,            0.032431,            0.037729,             0.00307,             0.00307,             0.00307,             0.18311,             0.27601,             0.64008,             0.11575,            0.057253,             0.25848,             0.48361,             0.75602,             0.97307,             0.23059,             0.20118,             0.56885
                  72,            0.048743,             0.10532,            0.035943,             0.80887,             0.41667,             0.53555,             0.25511,            0.037841,            0.032431,            0.037729,            0.002971,            0.002971,            0.002971,             0.18311,             0.27601,             0.64008,             0.11575,            0.057253,             0.25848,             0.48361,             0.75602,             0.97307,             0.23059,             0.20118,             0.56885
                  73,            0.047953,              0.0896,            0.036061,             0.90014,             0.41667,             0.65318,             0.34549,            0.041148,            0.033716,            0.037507,            0.002872,            0.002872,            0.002872,             0.41663,              0.4221,             0.53711,             0.15268,            0.063196,             0.48125,               0.995,             0.73657,             0.97333,             0.30503,             0.14769,             0.76146
                  74,            0.036887,            0.085726,            0.032447,             0.90014,             0.41667,             0.65318,             0.34549,            0.041148,            0.033716,            0.037507,            0.002773,            0.002773,            0.002773,             0.41663,              0.4221,             0.53711,             0.15268,            0.063196,             0.48125,               0.995,             0.73657,             0.97333,             0.30503,             0.14769,             0.76146
                  75,            0.042751,            0.065021,            0.034862,             0.89199,             0.41667,             0.64294,             0.33472,            0.036849,            0.032497,            0.037238,            0.002674,            0.002674,            0.002674,             0.37463,             0.43576,             0.55396,             0.15917,            0.051213,             0.43357,               0.995,             0.73312,             0.97587,             0.27663,             0.12613,             0.75088
                  76,            0.040945,             0.08029,            0.033522,             0.89199,             0.41667,             0.64294,             0.33472,            0.036849,            0.032497,            0.037238,            0.002575,            0.002575,            0.002575,             0.37463,             0.43576,             0.55396,             0.15917,            0.051213,             0.43357,               0.995,             0.73312,             0.97587,             0.27663,             0.12613,             0.75088
                  77,            0.039136,            0.083765,            0.037723,             0.85371,             0.41667,              0.6636,             0.35466,            0.039254,            0.033165,            0.036981,            0.002476,            0.002476,            0.002476,             0.39515,              0.5083,              0.5422,              0.1483,            0.032888,             0.50112,               0.995,              0.7959,             0.97851,             0.26515,              0.1109,             0.83614
                  78,            0.041099,            0.067687,            0.034552,             0.85371,             0.41667,              0.6636,             0.35466,            0.039254,            0.033165,            0.036981,            0.002377,            0.002377,            0.002377,             0.39515,              0.5083,              0.5422,              0.1483,            0.032888,             0.50112,               0.995,              0.7959,             0.97851,             0.26515,              0.1109,             0.83614
                  79,             0.04651,             0.10501,            0.038986,             0.90437,             0.43056,             0.68838,             0.37563,            0.031881,             0.03124,            0.036731,            0.002278,            0.002278,            0.002278,             0.43265,             0.51996,             0.57486,             0.17995,             0.05616,             0.49021,               0.995,             0.86499,              0.9922,             0.31246,             0.10114,              0.8645
                  80,            0.038886,            0.099992,            0.034604,             0.90437,             0.43056,             0.68838,             0.37563,            0.031881,             0.03124,            0.036731,            0.002179,            0.002179,            0.002179,             0.43265,             0.51996,             0.57486,             0.17995,             0.05616,             0.49021,               0.995,             0.86499,              0.9922,             0.31246,             0.10114,              0.8645
                  81,            0.040917,            0.089006,            0.031074,             0.94081,             0.43876,             0.69763,             0.35829,            0.038205,            0.031474,            0.036551,             0.00208,             0.00208,             0.00208,             0.43281,             0.54052,             0.44197,             0.17304,             0.03993,             0.52145,               0.995,             0.92736,               0.995,             0.32799,            0.099512,             0.84095
                  82,            0.038207,            0.077257,             0.03442,             0.94081,             0.43876,             0.69763,             0.35829,            0.038205,            0.031474,            0.036551,            0.001981,            0.001981,            0.001981,             0.43281,             0.54052,             0.44197,             0.17304,             0.03993,             0.52145,               0.995,             0.92736,               0.995,             0.32799,            0.099512,             0.84095
                  83,            0.039521,            0.095049,             0.03778,             0.83043,               0.459,             0.70746,             0.41908,            0.032905,            0.030468,            0.036271,            0.001882,            0.001882,            0.001882,             0.57293,             0.59079,             0.56158,             0.19087,            0.045421,             0.55289,               0.995,             0.92565,             0.99422,             0.34782,             0.11088,             0.87121
                  84,            0.038423,            0.076334,            0.031692,             0.83043,               0.459,             0.70746,             0.41908,            0.032905,            0.030468,            0.036271,            0.001783,            0.001783,            0.001783,             0.57293,             0.59079,             0.56158,             0.19087,            0.045421,             0.55289,               0.995,             0.92565,             0.99422,             0.34782,             0.11088,             0.87121
                  85,            0.037422,            0.094416,             0.03272,               0.885,             0.45327,              0.6834,             0.39975,            0.032068,            0.030008,            0.036098,            0.001684,            0.001684,            0.001684,             0.56007,             0.52678,             0.56909,             0.14475,            0.048249,             0.54954,               0.995,             0.86138,               0.995,             0.23754,             0.12508,             0.88642
                  86,            0.037223,            0.080221,            0.035798,               0.885,             0.45327,              0.6834,             0.39975,            0.032068,            0.030008,            0.036098,            0.001585,            0.001585,            0.001585,             0.56007,             0.52678,             0.56909,             0.14475,            0.048249,             0.54954,               0.995,             0.86138,               0.995,             0.23754,             0.12508,             0.88642
                  87,            0.036986,            0.083438,            0.036989,              0.8534,             0.44897,             0.68462,             0.40709,            0.029919,            0.029749,            0.035962,            0.001486,            0.001486,            0.001486,             0.55944,             0.55761,              0.5793,             0.13374,            0.058044,             0.55438,               0.995,             0.87619,             0.98646,             0.23331,             0.11449,             0.90225
                  88,            0.034995,            0.094427,            0.034401,              0.8534,             0.44897,             0.68462,             0.40709,            0.029919,            0.029749,            0.035962,            0.001387,            0.001387,            0.001387,             0.55944,             0.55761,              0.5793,             0.13374,            0.058044,             0.55438,               0.995,             0.87619,             0.98646,             0.23331,             0.11449,             0.90225
