               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,     metrics/dog_mAP,  metrics/person_mAP,     metrics/cat_mAP,      metrics/tv_mAP,     metrics/car_mAP,metrics/meatballs_mAP,metrics/marinara sauce_mAP,metrics/tomato soup_mAP,metrics/chicken noodle soup_mAP,metrics/french onion soup_mAP,metrics/chicken breast_mAP,    metrics/ribs_mAP,metrics/pulled pork_mAP,metrics/hamburger_mAP,  metrics/cavity_mAP,  metrics/Bishop_mAP,    metrics/King_mAP,       metrics/w_mAP,    metrics/Pawn_mAP,  metrics/Knight_mAP,    metrics/Rook_mAP,   metrics/Queen_mAP,       metrics/K_mAP,  metrics/dog_mAP_50,metrics/person_mAP_50,  metrics/cat_mAP_50,   metrics/tv_mAP_50,  metrics/car_mAP_50,metrics/meatballs_mAP_50,metrics/marinara sauce_mAP_50,metrics/tomato soup_mAP_50,metrics/chicken noodle soup_mAP_50,metrics/french onion soup_mAP_50,metrics/chicken breast_mAP_50, metrics/ribs_mAP_50,metrics/pulled pork_mAP_50,metrics/hamburger_mAP_50,metrics/cavity_mAP_50,metrics/Bishop_mAP_50, metrics/King_mAP_50,    metrics/w_mAP_50, metrics/Pawn_mAP_50,metrics/Knight_mAP_50, metrics/Rook_mAP_50,metrics/Queen_mAP_50,    metrics/K_mAP_50
                  72,            0.050289,             0.10825,            0.032298,             0.72447,             0.42697,              0.5318,             0.18919,            0.051322,            0.034913,            0.036365,            0.002971,            0.002971,            0.002971,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.08571,             0.39467,             0.18919,             0.37571,            0.096255,             0.13888,            0.043924,             0.18919,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,             0.37721,             0.97694,              0.5318,             0.98974,             0.30407,              0.4198,             0.12301,              0.5318
                  73,            0.049506,            0.087879,            0.035285,             0.86213,             0.47105,             0.66348,             0.29192,             0.04421,            0.032692,            0.035894,            0.002872,            0.002872,            0.002872,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.20876,             0.54716,             0.29192,             0.59163,               0.214,             0.12131,            0.068638,             0.29192,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,               0.945,              0.9761,             0.66348,               0.995,             0.61767,             0.32971,             0.11738,             0.66348
                  74,            0.046562,            0.083128,            0.028129,             0.86213,             0.47105,             0.66348,             0.29192,             0.04421,            0.032692,            0.035894,            0.002773,            0.002773,            0.002773,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.29192,             0.20876,             0.54716,             0.29192,             0.59163,               0.214,             0.12131,            0.068638,             0.29192,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,             0.66348,               0.945,              0.9761,             0.66348,               0.995,             0.61767,             0.32971,             0.11738,             0.66348
                  75,            0.050741,            0.066846,            0.033869,             0.73335,             0.48611,             0.63508,             0.22799,            0.048141,            0.033854,             0.03566,            0.002674,            0.002674,            0.002674,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.19098,             0.39478,             0.22799,             0.41555,             0.21268,            0.098687,            0.055255,             0.22799,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.82192,             0.96182,             0.63508,               0.995,             0.61214,             0.27821,             0.14136,             0.63508
                  76,            0.045949,            0.078116,            0.029347,             0.73335,             0.48611,             0.63508,             0.22799,            0.048141,            0.033854,             0.03566,            0.002575,            0.002575,            0.002575,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.22799,             0.19098,             0.39478,             0.22799,             0.41555,             0.21268,            0.098687,            0.055255,             0.22799,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.63508,             0.82192,             0.96182,             0.63508,               0.995,             0.61214,             0.27821,             0.14136,             0.63508
                  77,            0.045052,            0.081111,            0.034158,             0.75024,             0.48611,               0.658,             0.28862,            0.039649,            0.031874,            0.035402,            0.002476,            0.002476,            0.002476,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.20845,             0.53094,             0.28862,             0.52895,              0.2724,             0.09911,            0.091895,             0.28862,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,             0.88786,             0.95223,               0.658,             0.97823,             0.72017,             0.25715,             0.15238,               0.658
                  78,            0.043217,            0.065378,            0.032895,             0.75024,             0.48611,               0.658,             0.28862,            0.039649,            0.031874,            0.035402,            0.002377,            0.002377,            0.002377,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.28862,             0.20845,             0.53094,             0.28862,             0.52895,              0.2724,             0.09911,            0.091895,             0.28862,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,               0.658,             0.88786,             0.95223,               0.658,             0.97823,             0.72017,             0.25715,             0.15238,               0.658
                  79,            0.047182,             0.10402,            0.036317,             0.75362,             0.46528,             0.68992,             0.34401,            0.037472,            0.032891,            0.035199,            0.002278,            0.002278,            0.002278,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34452,              0.4608,             0.34401,             0.60593,             0.45608,             0.11377,            0.082953,             0.34401,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,               0.995,             0.92166,             0.68992,               0.995,              0.8082,             0.30211,             0.11757,             0.68992
                  80,            0.045412,             0.10114,            0.031693,             0.75362,             0.46528,             0.68992,             0.34401,            0.037472,            0.032891,            0.035199,            0.002179,            0.002179,            0.002179,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34401,             0.34452,              0.4608,             0.34401,             0.60593,             0.45608,             0.11377,            0.082953,             0.34401,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,             0.68992,               0.995,             0.92166,             0.68992,               0.995,              0.8082,             0.30211,             0.11757,             0.68992
                  81,            0.045832,             0.08685,            0.027541,             0.86533,             0.48657,             0.72549,             0.37266,            0.032883,            0.030364,            0.035115,             0.00208,             0.00208,             0.00208,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.41466,             0.55257,             0.37266,             0.51191,             0.51003,             0.15624,            0.090545,             0.37266,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,               0.995,               0.995,             0.72549,               0.995,             0.80401,               0.395,             0.16896,             0.72549
                  82,            0.040666,            0.073233,            0.030923,             0.86533,             0.48657,             0.72549,             0.37266,            0.032883,            0.030364,            0.035115,            0.001981,            0.001981,            0.001981,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.37266,             0.41466,             0.55257,             0.37266,             0.51191,             0.51003,             0.15624,            0.090545,             0.37266,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,             0.72549,               0.995,               0.995,             0.72549,               0.995,             0.80401,               0.395,             0.16896,             0.72549
                  83,            0.039573,             0.09093,            0.035936,             0.76436,             0.48611,             0.71214,             0.38816,            0.035407,            0.032268,            0.035035,            0.001882,            0.001882,            0.001882,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.46239,             0.53537,             0.38816,             0.66576,              0.4031,             0.15694,             0.10538,             0.38816,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,               0.995,              0.8777,             0.71214,               0.995,             0.84209,              0.3941,             0.16896,             0.71214
                  84,            0.041759,            0.078115,            0.028342,             0.76436,             0.48611,             0.71214,             0.38816,            0.035407,            0.032268,            0.035035,            0.001783,            0.001783,            0.001783,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.38816,             0.46239,             0.53537,             0.38816,             0.66576,              0.4031,             0.15694,             0.10538,             0.38816,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,             0.71214,               0.995,              0.8777,             0.71214,               0.995,             0.84209,              0.3941,             0.16896,             0.71214
                  85,            0.039426,            0.088169,            0.028682,             0.79664,                 0.5,             0.66699,             0.35957,            0.031636,            0.031424,            0.035011,            0.001684,            0.001684,            0.001684,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.36917,             0.55377,             0.35957,             0.54131,             0.45923,             0.12179,             0.11213,             0.35957,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,               0.745,             0.96833,             0.66699,               0.995,             0.81724,             0.30739,             0.16896,             0.66699
                  86,            0.036787,            0.073597,            0.031796,             0.79664,                 0.5,             0.66699,             0.35957,            0.031636,            0.031424,            0.035011,            0.001585,            0.001585,            0.001585,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.35957,             0.36917,             0.55377,             0.35957,             0.54131,             0.45923,             0.12179,             0.11213,             0.35957,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,             0.66699,               0.745,             0.96833,             0.66699,               0.995,             0.81724,             0.30739,             0.16896,             0.66699
                  87,            0.038136,            0.080622,            0.034007,             0.73262,                 0.5,             0.61481,             0.36081,              0.0329,            0.031832,            0.034971,            0.001486,            0.001486,            0.001486,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.26555,             0.53757,             0.36081,             0.65132,              0.4442,              0.1563,             0.10991,             0.36081,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.54262,             0.79977,             0.61481,               0.995,             0.79281,             0.38967,             0.16896,             0.61481
                  88,            0.038662,            0.087741,            0.030151,             0.73262,                 0.5,             0.61481,             0.36081,              0.0329,            0.031832,            0.034971,            0.001387,            0.001387,            0.001387,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.36081,             0.26555,             0.53757,             0.36081,             0.65132,              0.4442,              0.1563,             0.10991,             0.36081,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.61481,             0.54262,             0.79977,             0.61481,               0.995,             0.79281,             0.38967,             0.16896,             0.61481
                  89,            0.036823,            0.071796,             0.03113,             0.44202,             0.69792,             0.61773,             0.35292,            0.028982,            0.030752,            0.034884,            0.001288,            0.001288,            0.001288,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.20465,             0.52361,             0.35292,             0.58024,             0.53055,             0.14985,             0.12863,             0.35292,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,               0.434,              0.9347,             0.61773,               0.995,             0.78748,             0.38625,             0.16896,             0.61773
                  90,            0.038164,            0.078023,            0.030503,             0.44202,             0.69792,             0.61773,             0.35292,            0.028982,            0.030752,            0.034884,            0.001189,            0.001189,            0.001189,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.35292,             0.20465,             0.52361,             0.35292,             0.58024,             0.53055,             0.14985,             0.12863,             0.35292,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,             0.61773,               0.434,              0.9347,             0.61773,               0.995,             0.78748,             0.38625,             0.16896,             0.61773
                  91,            0.036179,             0.07521,            0.026908,             0.45357,             0.67014,             0.62515,             0.38228,            0.027321,            0.030088,             0.03481,             0.00109,             0.00109,             0.00109,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.28029,             0.57791,             0.38228,             0.66136,             0.49582,             0.15384,             0.12447,             0.38228,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.51484,             0.89095,             0.62515,               0.995,             0.78991,             0.39121,             0.16896,             0.62515
                  92,            0.038372,            0.089318,            0.029678,             0.45357,             0.67014,             0.62515,             0.38228,            0.027321,            0.030088,             0.03481,            0.000991,            0.000991,            0.000991,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.38228,             0.28029,             0.57791,             0.38228,             0.66136,             0.49582,             0.15384,             0.12447,             0.38228,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.62515,             0.51484,             0.89095,             0.62515,               0.995,             0.78991,             0.39121,             0.16896,             0.62515
                  93,             0.03648,            0.082805,            0.027601,             0.44054,             0.67014,             0.64067,             0.39438,            0.029398,            0.031021,            0.034726,            0.000892,            0.000892,            0.000892,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.31255,             0.55677,             0.39438,             0.70882,              0.5128,             0.15971,             0.11561,             0.39438,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.57208,             0.93571,             0.64067,               0.995,             0.78888,             0.39245,             0.15991,             0.64067
                  94,            0.033925,            0.079724,            0.030323,             0.44054,             0.67014,             0.64067,             0.39438,            0.029398,            0.031021,            0.034726,            0.000793,            0.000793,            0.000793,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.39438,             0.31255,             0.55677,             0.39438,             0.70882,              0.5128,             0.15971,             0.11561,             0.39438,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.64067,             0.57208,             0.93571,             0.64067,               0.995,             0.78888,             0.39245,             0.15991,             0.64067
                  95,            0.036019,            0.081983,            0.028545,             0.44048,             0.67739,             0.66244,             0.41628,            0.026054,              0.0294,            0.034615,            0.000694,            0.000694,            0.000694,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.33934,             0.61692,             0.41628,             0.72986,             0.50489,             0.18475,             0.12194,             0.41628,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.69692,             0.94078,             0.66244,              0.9942,             0.79051,             0.39231,             0.15991,             0.66244
                  96,            0.041346,            0.093535,            0.028337,             0.44048,             0.67739,             0.66244,             0.41628,            0.026054,              0.0294,            0.034615,            0.000595,            0.000595,            0.000595,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.41628,             0.33934,             0.61692,             0.41628,             0.72986,             0.50489,             0.18475,             0.12194,             0.41628,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.66244,             0.69692,             0.94078,             0.66244,              0.9942,             0.79051,             0.39231,             0.15991,             0.66244
                  97,            0.032497,            0.062906,             0.02942,             0.44035,             0.67392,              0.6684,             0.42095,            0.025618,            0.029124,            0.034564,            0.000496,            0.000496,            0.000496,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.37007,              0.6138,             0.42095,              0.7202,             0.51261,             0.18476,             0.12428,             0.42095,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,             0.72833,             0.94569,              0.6684,               0.995,             0.78917,             0.39231,             0.15991,              0.6684
                  98,            0.034209,            0.088093,            0.029255,             0.44035,             0.67392,              0.6684,             0.42095,            0.025618,            0.029124,            0.034564,            0.000397,            0.000397,            0.000397,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.42095,             0.37007,              0.6138,             0.42095,              0.7202,             0.51261,             0.18476,             0.12428,             0.42095,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,              0.6684,             0.72833,             0.94569,              0.6684,               0.995,             0.78917,             0.39231,             0.15991,              0.6684
                  99,            0.034853,            0.087698,            0.026195,             0.45548,             0.67014,             0.66192,             0.42184,            0.025401,             0.02915,            0.034542,            0.000298,            0.000298,            0.000298,             0.42184,             0.42184,             0.42184,             0.42184,             0.42184,             0.42184,             0.42184,             0.42184,             0.42184,             0.42184,             0.42184,             0.42184,             0.42184,             0.42184,             0.42184,             0.35144,             0.61508,             0.42184,             0.74119,             0.51892,             0.18478,             0.11964,             0.42184,             0.66192,             0.66192,             0.66192,             0.66192,             0.66192,             0.66192,             0.66192,             0.66192,             0.66192,             0.66192,             0.66192,             0.66192,             0.66192,             0.66192,             0.66192,             0.69305,             0.94078,             0.66192,               0.995,             0.79049,             0.39231,             0.15991,             0.66192
